Name,Symbol,Price,Market Cap,24h Change (%),7d Change (%),Volume 24h,Circulating Supply
Redbelly Network,RBNT,0.008094188153463966,18491611.840154238,0.42627054,-0.82841107,264236.82034134,2284554236.8867
Dusk,DUSK,0.0377321351728797,18375549.8033959,-7.70849344,-16.29997463,2592802.39591523,486999999.31632507
Surge,SURGE,0.03743238223555052,18341867.295419756,-1.47694925,-34.84003915,8995502.17976949,490000000.0
Mythos,MYTH,0.02094397854026405,18215168.878032234,0.30029664,-10.51532404,31310.81391147,869709107.226892
MyNeighborAlice,ALICE,0.18000811081667972,18030534.355183624,-10.32244718,-17.81822446,8873164.02415749,100165121.856903
Intuition,TRUST,0.10023854573582706,18007637.424274176,-9.02666415,-18.48758712,7135358.7928098,179647832.0
Swarms,SWARMS,0.018007771012813343,18007497.83492708,5.2888346,40.36030105,7636656.35755714,999984830.0
SynFutures,F,0.005789445477772143,17979102.419216063,-6.95130448,-19.21796128,9843518.95947713,3105496457.0
Mango,MNGO,0.016049012170639986,17934241.313127216,-0.32693446,-2.40185514,2099.05352099,1117466989.397395
PolySwarm,NCT,0.00949889734370579,17910178.36969499,-4.03563336,-9.18527583,220789.65131889,1885500782.0
Quai Network,QUAI,0.022876230966545386,17900295.166063853,10.07599102,6.30505725,417524.48400165,782484457.0
GoPlus Security,GPS,0.004641669787024284,17884339.38065486,-7.6807167,-17.85848363,3686051.81845373,3852996917.3270907
Lorenzo Protocol,BANK,0.033947626478076774,17883637.478792638,-5.21090866,-16.7821132,4680379.89589925,526800820.3855375
Recall,RECALL,0.08880996726067246,17857181.751243826,-2.21209578,-23.37344433,14064352.57330313,201071820.0
iShares 20+ Year Treasury Bond Tokenized ETF (Ondo),TLTon,89.36307060923134,17818646.143710334,0.25312601,-0.88997979,444347.98103103,199396.081874
ARPA,ARPA,0.011669118879549426,17732236.664356653,-5.24031567,-16.07261999,5582910.9795397,1519586598.3877385
Metadium,META,0.010273848175880711,17726587.23062067,-11.11374961,-9.40288862,2762070.12275674,1725408720.0
GUNZ,GUN,0.012773504814709513,17623178.813618727,-12.73733636,-0.46477235,34303129.41543994,1379666667.0
EGL1,EGL1,0.01756548574566507,17565485.74566507,-2.42372023,0.38863482,10743189.04691062,1000000000.0
TARS AI,TAI,0.019654251726476887,17535322.010934062,-10.0256848,-14.32970816,1238099.14493464,892189753.9
Young,YNG,0.647894183553162,17493142.955935374,-1.14168971,-6.49841561,19894.44710649,27000000.0
Everscale,EVER,0.008803673233320604,17479899.932612926,1.2600863,-1.15785715,31335.81220336,1985523482.0
Hashflow,HFT,0.026612119684863732,17466472.670239873,-5.74733837,-18.04419126,4925283.50174492,656335266.6783
Groestlcoin,GRS,0.19474751907336665,17341466.918234836,-10.40309731,4.97768069,34094313.51062684,89045893.88736624
4,4,0.017329713507354738,17329713.507354736,-19.09364579,-30.47819623,10467711.69948402,1000000000.0
Locus Chain,LOCUS,0.008310835430992045,17295370.347206473,-1.5310082,7.85948903,54826.90802621,2081062787.3474767
REDX,REDX,0.004335922648715537,17222599.18880083,-1.76250899,-14.70951355,561838.72609443,3972072517.0
MARBLEX,MBX,0.06496341340644617,17145574.57364278,-6.50855926,-17.21647107,431191.78266385,263926626.92107654
Hunt Town,HUNT,0.13573232888602055,17125032.76508154,-3.58277614,-13.68277879,1747040.42281065,126167678.0
ANyONe Protocol,ANYONE,0.17537161810376825,17098726.721884485,-4.16706835,-12.70846034,1788734.96424966,97499965.5404165
Public Masterpiece Token,PMT,0.11181666483270038,17017774.747997828,-0.16169392,-0.06727656,192641.25059436,152193546.225509
BugsCoin,BGSC,0.0014674424647848833,16968770.212221093,-5.11383948,-6.0252418,10537541.83760738,11563499503.0
RIZE,RIZE,0.010819713948141315,16958671.991449803,13.99347168,14.44615362,427562.82579461,1567386353.5332263
Epic Chain,EPIC,0.5626106552178105,16878319.656534314,-9.52639743,12.19482202,33194385.79809525,30000000.0
GRIFFAIN,GRIFFAIN,0.0168326896463787,16830688.57623354,-7.573621,-10.0653457,3607782.36085086,999881120.0
DeAgentAI,AIA,0.11422733385336324,16771999.429689325,-11.17206686,-57.99280014,8811752.54365769,146830000.0
AGENDA 47,A47,0.01673391894816016,16733758.218868664,-1.13026169,-8.01725446,6870635.84352638,999990395.0
KernelDAO,KERNEL,0.05831715199763528,16696668.320482003,-9.50294967,-21.82510676,9630544.52364839,286308020.0
Hermez Network,HEZ,3.5236411611354743,16561113.45733673,-0.43940105,-3.40318106,0.0,4700000.0
MetFi,METFI,0.06047201655768783,16529165.027418477,6.60677824,-16.355948,73538.88816928,273335766.99315673
Tradoor,TRADOOR,1.1489151606569974,16485783.640267255,5.39128431,-16.16815539,9951333.8833346,14349000.0
GameStop (gamestop-coin.vip),GME,4.017362970616924e-05,16523312.822339581,3.55840818,-8.33545593,241097.58681114,411297484026.0
Just a chill guy,CHILLGUY,0.016505464392136994,16504591.607765768,-7.98864076,-11.57355283,5225321.75533293,999947121.489557
SuperRare,RARE,0.020003563041438018,16493262.685742741,-7.70704884,-12.92834378,6056932.60275952,824516245.0097727
ROGin AI,ROG,0.24517502924598034,16424244.221516276,0.22663625,0.05296948,47395.42743564,66989873.61
SideShift Token,XAI,0.11376929697465323,16416879.745886654,-0.84576511,-5.859781,0.0,144299738.0
Xphere,XP,0.006961269737966226,16369336.277819593,-2.91477494,-4.45261766,344882.54117397,2351487141.5688004
Destra Network,DSYNC,0.01677496802787361,16354716.666297633,-16.77420059,-29.7679088,4734818.90663676,974947710.1310906
PepeCoin,PEPECOIN,0.15233759637380928,16308839.44146829,-3.5127715,-17.22934633,246536.40876344,107057219.16111442
ULTILAND,ARTX,0.38453754533336565,16304391.922134703,-5.61645303,-23.3413253,1236220273.6305897,42400000.0
SP500 tokenized ETF (xStock),SPYX,673.1729054383665,16256522.116985103,-0.95135465,-1.5035546,3880796.25430811,24149.10342596
Dolomite,DOLO,0.03642995516489191,16088268.457641374,-4.67573787,-7.68931589,8978372.40696638,441621967.0
Infinity Ground,AIN,0.06246720180209534,16049290.383704972,5.98090149,15.28172035,3584765.13100539,256923472.1694646
ZEROBASE,ZBT,0.07293189388164267,16045016.653961387,-12.92751755,-29.43522119,18577290.30632086,220000000.0
Ponke,PONKE,0.028827400546156467,16014895.924006471,1.8971083,-8.94358022,3959444.46625352,555544226.0
Planet IX(formerly IX token),IXT,0.12130686732442088,15944353.983930217,-4.46583467,-18.99481115,25289.42688803,131438181.0
Nillion,NIL,0.056459497846710685,15918548.380901475,-8.15394537,-16.68217432,12611800.11439693,281946333.0
EDENA,EDENA,2.0987389602860604,15841816.850674057,-3.36333293,-9.40928607,837165.37897787,7548255.0
AriaAI,ARIA,0.06325435208604162,15803045.634978108,-5.5564791,5.17009517,3553847.23452494,249833333.42
SUPRA,SUPRA,0.0007333728795435283,15798915.210132575,-4.70044428,-28.17396543,709318.53966073,21542813554.77211
Sleepless AI,AI,0.034822622277192586,15785529.902876085,-7.0980251,-16.1057254,4745238.29365371,453312498.33
Circle Internet Group Tokenized Stock (Ondo),CRCLon,79.80365703406092,15653752.388652097,-3.67220902,-7.07318755,4315329.30740231,196153.32141948
ASD,ASD,0.02359927100086835,15590038.8784389,-11.65485079,17.80388113,1209509.1057591,660615274.0
Hamster Kombat,HMSTR,0.00024172929307549577,15561323.24173504,21.71730446,13.13671662,43671684.05787364,64375000000.0
Treehouse,TREE,0.09966109729418149,15559334.579594888,-7.97922718,-15.83875584,12084847.96899051,156122449.0
Sharp,SHARP,0.005781548344272829,15536403.330080397,-4.94202873,-7.51099052,438170.41321034,2687239197.0
Legacy Token,LGCT,0.14622728456682096,15520483.339574939,-6.46402426,-64.72888431,823748.35730582,106139448.5
Avail,AVAIL,0.006606094603585653,15498802.723941037,-3.69368095,4.7729394,4355462.54102249,2346136962.0
Vanar Chain,VANRY,0.007330677923652386,15473825.327799207,-10.15733866,-23.65399827,3729017.0217364,2110831425.0
PlatON,LAT,0.002277527953535155,15429616.371419875,-0.81957222,3.98419295,3693009.70213324,6774720963.3454485
BNB Attestation Service,BAS,0.006171576995362954,15428942.488407385,-28.92494707,56.20917503,12469456.37969463,2500000000.0
Highstreet,HIGH,0.19878478219268655,15424013.056037832,-5.88373839,-16.88136282,4046424.17156969,77591518.25358035
Hemi,HEMI,0.01573438392143596,15380360.28320365,7.94531865,8.72668032,29443954.65541055,977500000.0
Felysyum,FELY,0.35063438547452536,15346299.65195045,-1.78446764,-2.6627535,63724.99366167,43767241.0
Neutron,NTRN,0.024220085479664154,15277530.403741144,-6.43531997,-17.22878493,1405401.1398527,630779375.926174
Stader,SD,0.22992094512638508,15227499.843318589,-5.13301218,-8.94004621,3600496.76708754,66229285.17864345
Hegic,HEGIC,0.02148279964050525,15118033.644318327,-4.68506544,-13.56527297,14.25619061,703727349.1958504
Collector Crypt,CARDS,0.0396084174921956,15095746.951840715,16.35024173,19.32798125,1025192.6078292,381124718.118697
Orochi Network,ON,0.10442702258057354,15066208.682812247,0.48222156,-4.74574487,1802134.7602816,144275000.0
Yee Token,YEE,0.015034328615646632,15034328.615646632,-1.04050714,112.83742542,2177335.06798752,1000000000.0
Alphabet tokenized stock (xStock),GOOGLX,297.9561377651179,14927353.71172632,-2.96160473,-5.96754244,8065711.79189479,50099.1650103
Phoenix,PHB,0.24435044333274786,14888015.904205866,-10.01642908,-18.22911225,5490003.36243653,60928949.83592024
Goldfinch,GFI,0.17580989374683176,14852972.328408904,-9.46062961,-28.36756619,256062.43868052,84483142.62562124
Impossible Finance Launchpad,IDIA,0.02176781864378611,14802116.677774554,-1.92952901,-12.22720981,261.39888155,680000000.0
Assemble AI,ASM,0.00986081215355189,14791218.230327835,-12.69923749,-1.70999658,764262.03305735,1500000000.0
CREPE,CREPE,2.544279934228583e-05,14777464.661039256,-5.86217489,-15.44227444,1944706.29727117,580811272464.0
Ellipsis,EPS,0.02041039268670025,14771033.268415885,-3.33457866,-3.90465242,0.0,723701571.7997887
iShares Core MSCI EAFE Tokenized ETF (Ondo),IEFAon,89.23816246510037,14745958.122359436,-0.30668871,-0.32839551,548502.82852283,165242.73601136
Mansory,MNSRY,0.016334112236129503,14700508.723263782,-1.55558523,-3.43940088,1617546.71258955,899988227.75
Nexa (nexaagent.xyz),NXA,1.4690821073073381,14690821.073073382,-0.41744107,-4.35538311,170895.37238385,10000000.0
LimeWire,LMWR,0.03336308928628899,14676191.090690687,-5.47919384,-12.18708334,1501809.46085584,439893049.61402553
ISLM,ISLM,0.006691964812307628,14631705.929099964,0.71123776,0.12354961,97224.23273945,2186458886.06435
Morphware,XMW,0.017762813369747752,14631282.376896318,6.11985077,-8.76805795,258883.01369236,823702984.0
Araracoin,ARARA,0.0004028168663002941,14602111.403385662,-0.05748669,0.25504553,6452.50497396,36250000000.0
MOBOX,MBOX,0.029190191197576952,14604508.472173385,-6.88497566,-13.97540625,3121366.9284118,500322467.0
Polyhedra Network,ZKJ,0.037530482585851024,14589861.793642903,-4.98095944,-14.03272947,2690967.0844229,388746980.8113598
Bedrock,BR,0.06342757550368792,14588342.36584822,2.88277856,31.78114427,4455773.86604591,230000000.0
Automata Network,ATA,0.015717553704162213,14489887.463583145,-6.07016523,-17.12745673,3448690.72127821,921892028.2579365
Alpha Quark Token,AQT,0.5392185311573354,14454400.329128295,-2.42971897,-4.42339512,27616228.33768759,26806201.0
Initia,INIT,0.08136004426224291,14372961.448446356,-4.68651665,-9.41208757,9222659.98069627,176658722.088681
iShares Core US Aggregate Bond Tokenized ETF (Ondo),AGGon,101.64095780827313,14368089.686956355,0.07094464,0.12384473,444438.9118026,141361.21890999
iShares Silver Trust Tokenized ETF (Ondo),SLVon,60.292018899717625,14338233.00734727,0.70409414,7.21154113,1080030.6854941,237813.11803799
Camp Network,CAMP,0.006792458545715399,14302339.958579285,-4.20254327,-7.85645055,5242321.77895022,2105620499.9
Moss Coin,MOC,0.03252929510135134,14296289.75495283,-0.58599204,-8.14100457,833860.67270255,439489688.0
Lumia,LUMIA,0.0975233119833627,14295484.437667351,-6.85773857,-15.91983125,2015600.38833113,146585305.0612774
Mubarak,MUBARAK,0.01423233753096503,14232337.53096503,-8.05945001,-13.37571179,6738478.12491051,1000000000.0
Zeta,ZEX,0.07557052968835945,14189818.961646138,0.83494248,-6.09500274,755534.10941039,187769214.006606
ABBC Coin,ABBC,0.015611494623978294,14133150.022869835,0.87745159,3.81944306,59853.92159202,905304095.6861483
McDull,MCDULL,1.8576965926407766e-06,14035929.811060756,-5.00916833,-7.80718719,28905.02294489,7555555555554.0
Mitosis,MITO,0.07735095396755598,14021645.821339,4.98284696,2.19738778,12619000.09703388,181273082.0
Portal,PORTAL,0.02362308981232739,13979864.418774968,3.95467015,25.17922674,12956838.2818922,591788141.5952525
Abelian,ABEL,0.12665357276607833,13936740.28980552,-3.60253274,-11.95518081,81268.70022496,110038272.0
Humans.ai,HEART,0.001783239311679974,13909266.631103797,-6.02184325,-13.8112356,337398.94527558,7800000000.0
StablR Euro,EURR,1.1701832719371537,13905922.001253424,-0.08699065,0.88142562,13688150.20205469,11883541.95
ThunderCore,TT,0.001068099058495319,13886831.489348885,-3.55666166,-9.07923673,221516.45232275,13001445305.0
Access Protocol,ACS,0.0003095554450099819,13886121.474853955,-6.15988286,-15.33799723,910346.02832086,44858269168.56909
Apu Apustaja,APU,4.090779343123478e-05,13822404.32187231,-7.07385893,-29.9233993,1022614.41510666,337891711150.5295
Alephium,ALPH,0.11272023488641948,13788450.5126302,-0.74907735,-10.18467419,180952.15954253,122324536.73046269
Klever Coin,KLV,0.0015520581774230344,13783487.852046873,-5.22529583,-16.39869343,2543899.99842416,8880780406.65482
Syscoin,SYS,0.016223731026962857,13773502.599656697,-6.4029863,-17.99273978,7566261.11239606,848972568.441006
Decimal,DEL,0.0012349186133555916,13733534.710128464,-1.8398854,-3.29120309,311870.11897597,11121003895.804047
Kleros,PNK,0.016916921160309597,13623107.0091612,-2.21236106,-3.01574228,58131.74445486,805294703.4548858
Suilend,SEND,0.22458975961359037,13615594.312335303,-3.93346958,1.05051562,214809.2983964,60624288.19444445
LUKSO,LYX,0.4456212465505902,13607448.759188183,-0.41484202,-12.19868408,1076425.23500438,30535906.59
SLIMEX,SLX,0.007841821021643903,13589875.830508884,-1.60857174,-17.39942436,3887422.11231212,1733000000.0
Minswap,MIN,0.0077195015616212895,13574046.265509918,-3.44971157,-17.53810328,203921.05208998,1758409679.323781
MyShell,SHELL,0.042470686152325514,13519835.091823056,-10.24010831,-23.9933704,6993112.92393499,318333333.33332
Toko Token,TKO,0.07971370397252252,13519086.051101586,-7.27335571,-13.2052079,1532911.00439681,169595507.13841677
SyncGPT,SYNC,0.06712364340007088,13424728.680014176,-0.01780709,-0.04530811,0.0,200000000.0
Enzyme,MLN,4.475652050790567,13372113.868346546,-4.7118826,-12.58347031,5095794.16414715,2987746.5264496
Wanchain,WAN,0.06722024262170131,13360792.946502952,-2.82641148,-3.60704008,3056484.19607987,198761450.79829818
MicroStrategy tokenized stock (xStock),MSTRX,160.95337923580854,13214191.4192509,-3.20691809,-10.83262312,5802009.86984816,82099.49664922
NAVI Protocol,NAVX,0.016185819038848123,13210339.383344578,-4.94823863,-8.05156166,382624.59931572,816167495.24
Neon EVM,NEON,0.05513061566050709,13201881.932977783,-3.69869872,-11.47306015,643131.62401899,239465527.0
OKZOO,AIOT,0.1287454320434922,13198552.455828387,-18.98562272,-53.61453977,159822615.07489717,102516666.0
Alltoscan,ATS,0.13196023284704134,13196023.284704134,-2.40686096,-3.07124324,150575.62242633,100000000.0
RAMP,RAMP,0.027595575497457937,13186235.025280174,-2.51136817,-5.70887817,208.05537829,477838740.0
Scroll,SCR,0.06938450519141796,13183055.986369412,-13.09033781,-19.17230232,7369150.33522835,190000000.0
Radworks,RAD,0.2536807870785991,13083834.920566248,-6.76751977,-12.07066034,1782795.10029119,51575978.89552598
Coq Inu,COQ,1.8810012395152197e-07,13057910.604714654,-3.00831973,-10.57489248,2064531.2100253,69420000000000.0
XSGD,XSGD,0.7743759887300848,12997714.861621842,-0.10599746,0.1574554,370381.34081451,16784759.665569
Splendor,SPLD,0.2905432958577195,12989130.565312054,0.03622297,-0.01009735,39143.04200154,44706351.0
Namecoin,NMC,0.8800224179162492,12968362.359381014,-1.92477678,-5.02721603,18932.49897237,14736400.0
X Empire,X,1.8755064482120997e-05,12940994.492663488,-2.61077601,-8.9157539,628611.14479576,690000000000.0
Ice Open Network,ICE,0.0019552248656289455,12934211.863123395,-17.07013607,3.58478579,93861.55478491,6615204261.41
XBorg,XBG,0.054126333964304024,12918509.553383177,-6.0011165,-12.75980183,247171.75426738,238673278.0
Towns,TOWNS,0.005589038160738678,12899276.144581921,-15.0873486,-26.47932464,12561732.39415958,2307959934.0
DEXTools,DEXT,0.18407268791456385,12869605.625765236,-7.28646527,-10.74563024,17360.22842809,69915889.0521476
Enso,ENSO,0.623875555355789,12845597.684775695,-8.91306625,-9.91244375,15847163.09952115,20590000.0
Faith Tribe,FTRB,0.0036494396876425145,12836121.708673758,1.50517902,3.09323482,408928.83450643,3517285612.95
PAAL AI,PAAL,0.012859806106263532,12827753.43821595,-11.47544741,-23.39193808,2054765.80069414,997507531.0014224
FirmaChain,FCT,0.011728519170362755,12823285.357660843,-1.19286559,-7.65059467,1218431.56640316,1093342234.547776
AdEx,ADX,0.08632578279417777,12767583.275258891,-2.44984329,-17.65901413,4523729.98739302,147900000.0
Avalon Labs (AVL),AVL,0.07848933289376069,12690469.142616138,-8.43493306,-20.35237109,17211893.27212935,161683998.0
FC Porto Fan Token,PORTO,0.9749649909317074,12663046.488284571,0.87842988,-11.89562596,3580244.8535357,12988206.35209
Liqwid Finance,LQ,0.6260450198263431,12610045.451080015,-5.01991441,-27.79816221,29790.04344518,20142394.0
doginme,DOGINME,0.0001859231658839937,12571986.538565421,-4.98293024,-7.74170593,616952.04564473,67619258088.6326
district0x,DNT,0.012548356846519783,12548356.846519783,-9.43121217,-20.24770822,117731.63478788,1000000000.0
ColossusXT,COLX,0.0009845999856291786,12536278.465072572,0.0,0.0,0.0,12732356945.0
Torch of Liberty,LIBERTY,0.012530457523478918,12530457.523478918,-14.11853738,-30.27444612,1710333.35254155,1000000000.0
Openverse Network,BTG,6.566060641604213,12475515.219048005,-0.56800039,-5.25539049,338186.29812335,1900000.0
BFG Token,BFG,0.011104165783653985,12467856.351403613,-0.47128587,-4.08360573,20710.0057492,1122808916.43
DODO,DODO,0.01713972748796602,12438358.587648215,-7.77418851,-17.12412666,2230458.94373678,725703404.35
S.S. Lazio Fan Token,LAZIO,0.9378315428482714,12359605.861593215,-1.28694368,-9.84656703,2300344.08212742,13178918.91763
Ark of Panda,AOP,0.035237316546884175,12333060.720934829,-0.06193653,1.15407582,1270224.82787015,349999998.0
Test,TST,0.013048904983118942,12316124.546843227,-9.76553079,-8.92497266,10734342.89605721,943843530.3787026
Beta Finance,BETA,0.012292965585459765,12292965.585459765,-0.32773155,3.65242278,0.0,1000000000.0
Luna by Virtuals,LUNA,0.01227732848410348,12277328.48410348,-7.47635092,-20.31523961,165029.25246423,1000000000.0
Bitboard,BB,0.0027787233111137826,12250639.96019627,-7.28474411,-7.51989239,346530.65143028,4408729689.35
Fuel Network,FUEL,0.0018353154496258994,12243014.720908348,0.26172387,-2.78192165,4678235.89116934,6670795869.671285
Radiant Capital,RDNT,0.009193189422569765,12232049.092502274,-2.22049193,-12.73212048,4552979.78298565,1330555537.3929255
OMG Network,OMG,0.08620274384656296,12089538.14058439,5.24682797,-4.88783546,3873665.69538248,140245398.24513277
MECCA,MEA,0.007816374493344541,12086713.145534065,-2.13252354,-8.36106988,80947.200627,1546332402.039541
Alien Worlds,TLM,0.001960415959548299,12073924.361095829,-7.10957182,-15.61612384,3894902.79312979,6158858431.1861
PIVX,PIVX,0.12168087744466342,12049336.714953575,-4.17478794,-21.29498164,2371074.13639112,99024078.12955844
Defigram,DFG,1.2008995800517046,12008995.800517047,-0.01389739,-0.05010781,0.0,10000000.0
TG Casino,TGC,0.15254397150137852,12003379.724386929,-1.08699884,-8.10672911,49830.1290213,78687997.99983217
Open Loot,OL,0.015370036225378553,11992980.716232706,-4.71932151,-31.25359912,1865850.68887523,780283178.2810147
Pikaboss,PIKA,2.8405530850438968e-08,11949922.77347117,-3.01088052,-9.91023174,3553.13184795,420690000000000.0
Mamo,MAMO,0.023223982910595593,11924389.55364919,-7.07849235,-7.02156872,705334.9377373,513451529.8066667
Forta,FORT,0.019062430710682015,11883354.992265968,-4.88150431,-18.48204983,543539.34560107,623391380.2822056
AhaToken,AHT,0.0016574792429312857,11859990.42822255,-6.43234677,-14.15376884,338369.72422024,7155438283.044749
Aspecta,ASP,0.04531621770981488,11795948.823320692,0.76016776,7.30300627,6614845.31336196,260303031.0
ParaSwap,PSP,0.015807487591615512,11776213.24505758,32.75900076,0.06691947,1163.32908288,744976909.0
NATIX Network,NATIX,0.00028897712547974405,11733388.664210506,-2.95964866,-13.06353705,351612.59736389,40603174541.0
Agoras: Tau Net,AGRS,0.39264604570437167,11725121.942833804,-5.02410424,-5.07097666,5539.18838866,29861810.83728983
Harvest Finance,FARM,17.19825446415913,11560382.03195874,-4.76468226,-11.53099793,1009123.25505027,672183.450713
Gitcoin,GTC,0.11956842776517754,11524570.352279004,-5.19420911,-13.77573853,1340916.43417935,96384727.70514555
NFPrompt,NFP,0.022106150032692482,11493433.764560116,-5.93953315,-15.01044963,3002092.27635717,519920191.7820441
GYEN,GYEN,0.005465926762332742,11471782.323365705,-14.5117836,-1.76912611,11.86116075,2098780833.0
READY!,READY,0.01146661382438456,11466613.82438456,-29.16782862,-9.2242692,407969.23818142,1000000000.0
NetX,NETX,0.6435319703455167,11424048.172074046,-3.73777108,-7.97782761,287971.56587548,17752106.65282161
NEM,XEM,0.0012618308199443679,11356477.37823748,-2.20802344,-9.94317281,2606803.9921249,8999999999.0
DAO Maker,DAO,0.0563255047967737,11313795.102224858,-4.87444277,-4.68229076,12971540.56479757,200864513.20846233
Solomon,SOLO,0.876226820502433,11303310.845296374,-6.01625921,-15.91155714,314672.31410719,12899982.722299
TrueFi,TRU,0.008235988297763442,11286653.448394345,-9.7625156,-29.43621809,5052293.29102428,1370406688.3459923
Bubblemaps,BMT,0.021393652424327687,11277327.56726823,-6.136689,-13.99246892,5487151.11267922,527134280.0
Bitcoin Gold,BTG,0.6434158240337681,11268735.578080885,1.10457363,-7.76821524,2723.49362605,17513923.589
UNS TOKEN,UNS,0.10642364051963289,11238783.418163415,-3.81464641,-19.62662684,27.16436588,105604200.0
Alphabet Class A Tokenized Stock (Ondo),GOOGLon,298.07624643454284,11237827.279081425,-2.94541901,-5.97521254,2156875.22113204,37701.1835512
iShares TIPS Bond Tokenized ETF (Ondo),TIPon,111.68436370847667,11184984.35070575,0.07115314,-0.36191838,0.0,100148.16738269
Apple tokenized stock (xStock),AAPLX,271.8247981230442,11146006.36766889,-0.93528267,-1.84314731,7628346.39563262,41004.37651249
BitcoinOS,BOS,0.0025689152799414396,11081786.734611383,-4.07654117,-17.48537874,2340433.99565363,4313800000.0
Oasys,OAS,0.001768947047568132,11035772.058254084,-5.1600063,-14.5980687,415656.90914868,6238610744.97711
OpenEden,EDEN,0.060005294264048326,11033173.456330566,-13.09142814,-12.4410107,24902240.41470759,183870000.0
NVIDIA Tokenized Stock (Ondo),NVDAon,171.75267914791266,11032022.259794416,-3.13722999,-4.5185209,36623319.74061272,64232.0242952
Acala Token,ACA,0.009452416612184393,11027819.31786568,-5.30163827,-15.25679825,2236006.42179588,1166666660.0
The Official 67 Coin,67,0.011024199580615618,11020671.836749822,34.75231951,-32.82896074,7590645.9793194,999680000.0
CZ's Dog,BROCCOLI,0.011318961769663332,10988365.624981644,-9.13219973,-13.97045082,6801261.22854845,970792714.790526
Heroes of Mavia,MAVIA,0.04884251804998009,10971698.942449959,-2.88407811,-9.16812298,3387851.37981138,224634179.0
Nosana,NOS,0.2273150270949751,10956053.525389533,-0.76957024,-7.52617059,289098.57605029,48197665.0
OpenServ,SERV,0.014978225193182914,10934104.391023528,-13.7395971,-33.27841877,53335.15243353,730000000.0
dForce,DF,0.010924705963193304,10923899.136814544,-4.07127458,-17.63691549,964150.29437893,999926146.6275177
TAC Protocol,TAC,0.004063356418004199,10815563.883239567,-2.40883811,-9.36720304,1713557.19735948,2661731527.0
Oraichain,ORAI,0.7822029185058601,10812938.48454946,-6.55934606,11.93059477,362125.93125448,13823700.0
APX,APX,0.24425536625985333,10787463.12036321,-0.47296788,-0.42960492,1658.83765781,44164692.41002004
Wibegram,WIBE,0.528869591484324,10781357.791816691,0.6594395,9.27010138,741408.12554215,20385664.0
Peercoin,PPC,0.3588340946359353,10748071.292499943,-1.22734005,-4.95231378,61161.8606451,29952759.37590235
Eclipse,ES,0.08096256178326217,10739510.560667511,-5.32864177,-19.55206017,13511167.12955045,132647860.0
AVA,AVA,0.010737139569485174,10728626.637898345,-5.59833445,18.31686288,8919622.49622821,999207150.88672
Purple Pepe,$PURPE,2.5636214389669412e-05,10695782.471632374,-5.72011443,-9.22275466,1068248.68316085,417213801892.0
Viction,VIC,0.0863888302638949,10684873.419235751,-6.10282205,-14.54742841,944789.24343817,123683506.15
Badger DAO,BADGER,0.526265581672044,10571749.359169079,-0.96282527,-7.55923651,1729943.84902845,20088240.09653198
SIX Token,SIX,0.012418117113788768,10567403.024468495,-2.35834993,-6.86219187,599059.58350495,850966610.126
FC Barcelona Fan Token,BAR,0.5373335751213639,10551282.506506622,-4.71420956,-9.23057192,2857743.6675615,19636373.0
OORT,OORT,0.015807326525289038,10538334.545901397,0.763363,-17.34959852,346021.57377727,666674059.5914085
Gleec Coin,GLEEC,0.05797864101674582,10537910.565016123,-0.02327185,-0.04822201,2.78299096,181755046.0
nubcat,NUB,0.011086404479333754,10532087.0602274,0.57350526,28.52885813,459605.33554317,950000253.0
MORI COIN,MORI,0.01315107894387456,10520968.166465014,-5.74555152,-7.03868223,9514744.27834331,800007985.0
Galeon,GALEON,0.012792099281130957,10496666.969839955,-0.91791318,-5.09282435,173887.57211555,820558591.6084243
InfinitiCoin,INCO,0.010466241704790024,10466241.704790024,-0.03268706,0.11329842,185444.47834365,1000000000.0
Rupiah Token,IDRT,6.0180959403785065e-05,10462875.390679475,-3.44416595,2.9491719,0.0,173856905811.0
Coinbase tokenized stock (xStock),COINX,247.2812127365723,10385809.798424164,-1.505351,-7.81558998,7963759.82617193,41999.99540397
CONX,XPLA,0.011775021822157328,10376561.325009922,-9.69980484,-29.06457852,130330.06760582,881234997.4149609
IDEX,IDEX,0.010364202822184955,10364202.822184956,-7.47795037,-16.26284865,2501692.62204635,1000000000.0
Bitgert,BRISE,2.5998521869890594e-08,10287355.11869701,-3.91707888,-5.93432173,1280509.34771483,395690000000000.0
iShares Core S&P Total US Stock Market Tokenized ETF (Ondo),ITOTon,150.0762693974718,10338373.908511696,0.77991448,-0.22797715,83675.63665537,68887.4660199
Paris Saint-Germain Fan Token,PSG,0.7801139284692169,10320728.62755812,-5.08649551,-10.47343968,3398469.99796184,13229771.0
Haedal Protocol,HAEDAL,0.03662991647506643,10302164.008612433,-9.33789829,-24.4866242,28125004.81688018,281250000.0
Layer3,L3,0.01070173185042443,10226457.940640176,-3.49156515,-8.57515267,5816960.17880908,955589065.7300103
AMO Coin,AMO,0.00047826676936700915,10139255.510580594,-2.01268058,0.60829805,80833.227068,21200000000.0
World3,WAI,0.035701641464810696,10118638.588705624,-2.45196488,-3.3174299,1659795.25901242,283422223.0
Aavegotchi,GHST,0.19194700698711817,10124782.568191925,14.26034489,0.83380278,23100310.64766359,52747801.21406849
Graphite Protocol,GP,0.29677378328649695,10122853.221161915,-11.36217962,-15.04026992,528526.4870464,34109661.26812354
